Empty,Metabolite,Name,Reference,ID,Group,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Notes
,GSH,GSH,2020_kumar_25,1,Healthy,10.1038/s41380-018-0104-7,,,,,1.75,0.31,
,GSH,GSH,2020_kumar_25,2,Healthy,10.1038/s41380-018-0104-7,,,,,1.5,0.17,
,GSH,GSH,2020_kumar_25,3,Healthy,10.1038/s41380-018-0104-7,,,,,1.72,0.2,
,GSH,GSH,2020_kumar_25,4,Schizophrenia,10.1038/s41380-018-0104-7,,,,,1.55,0.26,
,GSH,GSH,2020_kumar_25,5,Schizophrenia,10.1038/s41380-018-0104-7,,,,,1.47,0.2,
,GSH,GSH,2020_kumar_25,6,Schizophrenia,10.1038/s41380-018-0104-7,,,,,1.68,0.26,
,GSH,GSH,2020_kumar_25,7,Residual SZ,10.1038/s41380-018-0104-7,,,,,1.49,0.23,
,GSH,GSH,2020_kumar_25,8,Residual SZ,10.1038/s41380-018-0104-7,,,,,1.46,0.24,
,GSH,GSH,2020_kumar_25,9,Residual SZ,10.1038/s41380-018-0104-7,,,,,1.7,0.24,
,GSH,GSH,2018_evans_43,1,Control - Baseline,10.1038/s41386-018-0057-1,0.24,0.02,,,,,
,GSH,GSH,2018_evans_43,2,Control - Ketamine,10.1038/s41386-018-0057-1,0.24,0.03,,,,,
,GSH,GSH,2018_evans_43,3,Control - Placebo,10.1038/s41386-018-0057-1,0.25,0.03,,,,,
,GSH,GSH,2018_evans_43,4,Major Depressive Disorder - Baseline,10.1038/s41386-018-0057-1,0.25,0.02,,,,,
,GSH,GSH,2018_evans_43,5,Major Depressive Disorder - Ketamine,10.1038/s41386-018-0057-1,0.26,0.02,,,,,
,GSH,GSH,2018_evans_43,6,Major Depressive Disorder - Placebo,10.1038/s41386-018-0057-1,0.25,0.02,,,,,
,GSH,GSH,2018_hermens_268,1,Unipolar Depression,10.1007/s00406-017-0788-8,,,,,2.23,0.63,
,GSH,GSH,2018_hermens_268,2,Unipolar Depression,10.1007/s00406-017-0788-8,,,,,2.07,0.6,
,GSH,GSH,2018_hermens_268,3,Bipolar Disorder,10.1007/s00406-017-0788-8,,,,,2.24,0.67,
,GSH,GSH,2018_hermens_268,4,Bipolar Disorder,10.1007/s00406-017-0788-8,,,,,2.13,0.54,
,GSH,GSH,2018_hermens_268,5,Control,10.1007/s00406-017-0788-8,,,,,2.04,0.56,
,GSH,GSH,2018_hermens_268,6,Control,10.1007/s00406-017-0788-8,,,,,1.97,0.48,
,GSH,GSH,2020_bhogal_10,1,Healthy,10.1002/brb3.1852,0.17,0.04,,,,,
,GSH,GSH,2020_bhogal_10,2,Healthy,10.1002/brb3.1852,0.16,0.03,,,,,
,GSH,GSH,2020_bhogal_10,3,Healthy,10.1002/brb3.1852,0.21,0.07,,,,,
,GSH,GSH,2020_bhogal_10,4,Healthy,10.1002/brb3.1852,0.18,0.05,,,,,
,GSH,GSH,2020_bhogal_10,5,Healthy,10.1002/brb3.1852,0.15,0.04,,,,,
,GSH,GSH,2020_bhogal_10,6,Healthy,10.1002/brb3.1852,0.15,0.03,,,,,
,GSH,GSH,2020_bhogal_10,7,Healthy,10.1002/brb3.1852,0.15,0.02,,,,,
,GSH,GSH,2020_bhogal_10,8,Healthy,10.1002/brb3.1852,0.12,0.02,,,,,
,GSH,GSH,2020_bhogal_10,9,Healthy,10.1002/brb3.1852,0.14,0.03,,,,,
,GSH,GSH,2020_bhogal_10,10,Healthy,10.1002/brb3.1852,0.15,0.06,,,,,
,GSH,GSH,2020_boillat_40,1,Baseline,10.1177/0271678X19831022,,,0.48,0.04,,,
,GSH,GSH,2020_boillat_40,2,positive BOLD,10.1177/0271678X19831022,,,0.01,0.07,,,
,GSH,GSH,2020_boillat_40,3,Baseline,10.1177/0271678X19831022,,,0.49,0.03,,,
,GSH,GSH,2020_boillat_40,4,negative BOLD,10.1177/0271678X19831022,,,0.02,0.05,,,
,GSH,GSH,2018_morley_9,1,Alcohol Dependence - Placebo,10.3389/fpsyt.2018.00412,0.43,0.03,,,,,
,GSH,GSH,2018_morley_9,2,Alcohol Dependence - Baclofen,10.3389/fpsyt.2018.00412,0.45,0.03,,,,,
,GSH,GSH,2018_morley_9,3,"Alcohol Dependence - Recent alcohol consumption, placebo",10.3389/fpsyt.2018.00412,0.42,0.02,,,,,
,GSH,GSH,2018_morley_9,4,"Alcohol Dependence - Recent alcohol consumption, Baclofen",10.3389/fpsyt.2018.00412,0.47,0.01,,,,,
,GSH,GSH,2018_ryan_13,1,Healthy - Sham,10.1371/journal.pone.0198053,1.28,0.05,,,2.4,0.18,
,GSH,GSH,2018_ryan_13,2,Healthy - Transcranial direct current stimulation,10.1371/journal.pone.0198053,1.4,0.06,,,2.4,0.13,
,GSH,GSH,2018_saleh_80,1,Healthy,10.1002/mrm.27044,,,0.3,0.091,,,
,GSH,GSH,2018_saleh_80,2,Healthy,10.1002/mrm.27044,,,0.302,0.093,,,
,GSH,GSH,2021_bednarik_15,1,Healthy,10.3389/fnins.2021.609485,,,,,1.7,0.1,
,GSH,GSH,2021_bednarik_15,2,Healthy,10.3389/fnins.2021.609485,,,,,1.7,0.1,
,GSH,GSH,2020_poletti_11,1,Bipolar Disorder,10.3389/fpsyt.2020.590095,,,1.7,0.26,,,
,GSH,GSH,2020_poletti_11,2,Healthy Controls,10.3389/fpsyt.2020.590095,,,1.54,0.16,,,
,GSH,GSH,2019_betinaip_39,1,Behavior - ON - 3% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.086,0.314,,,
,GSH,GSH,2019_betinaip_39,2,Behavior - ON - 12.5% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.075,0.269,,,
,GSH,GSH,2019_betinaip_39,3,Behavior - ON - 50% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.089,0.312,,,
,GSH,GSH,2019_betinaip_39,4,Behavior - ON - 100% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.105,0.299,,,
,GSH,GSH,2019_betinaip_39,5,Resting,10.1523/JNEUROSCI.3021-18.2019,,,1.124,0.296,,,
,GSH,GSH,2019_betinaip_39,6,Behavior - OFF - 3% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.075,0.289,,,
,GSH,GSH,2019_betinaip_39,7,Behavior - OFF - 12.5% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.046,0.271,,,
,GSH,GSH,2019_betinaip_39,8,Behavior - OFF - 50% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.062,0.327,,,
,GSH,GSH,2019_betinaip_39,9,Behavior - OFF - 100% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,,,1.12,0.327,,,
,GSH,GSH,2019_betinaip_39,10,Resting,10.1523/JNEUROSCI.3021-18.2019,,,1.138,0.303,,,
,GSH,GSH,2019_giapitzakis_81,1,Healthy,10.1002/mrm.27467,,,,,1.9,0.1,
,GSH,GSH,2019_giapitzakis_81,2,Healthy,10.1002/mrm.27467,,,,,1.5,0.2,
,GSH,GSH,2019_girgis_275,1,Control - Baseline - dAC,10.1016/j.psychres.2019.03.018,,,0.002,0,,,
,GSH,GSH,2019_girgis_275,3,Schizophrenia - Baseline - dAC,10.1016/j.psychres.2019.03.018,,,0.002,0.001,,,
,GSH,GSH,2019_girgis_275,5,Control - Treatment - dAC,10.1016/j.psychres.2019.03.018,,,0.002,0.214,,,
,GSH,GSH,2019_girgis_275,7,Schizophrenial - Treatment - dAC,10.1016/j.psychres.2019.03.018,,,0.002,0.232,,,
,GSH,GSH,2018_zarinabad_79,1,Medulloblastoma,10.1002/mrm.26837,,,,,1.8,0.8,
,GSH,GSH,2018_zarinabad_79,2,Pilocytic Astrocytoma,10.1002/mrm.26837,,,,,0.66,0.6,
,GSH,GSH,2018_zarinabad_79,3,Ependymoma,10.1002/mrm.26837,,,,,1.12,0.32,
,GSH,GSH,2017_simoes_216,1,Control,10.1016/j.ajog.2016.09.089,0.33,0.09,,,,,
,GSH,GSH,2017_simoes_216,2,Preterm,10.1016/j.ajog.2016.09.089,0.3,0.07,,,,,
,GSH,GSH,2017_simoes_216,3,Preterm - Intra-uterine growth restricted,10.1016/j.ajog.2016.09.089,0.25,0.04,,,,,
,GSH,GSH,2021_godlewska_11,1,Psychosis,10.1038/s41398-021-01477-6,,,1.38,0.3367,,,
,GSH,GSH,2021_godlewska_11,2,Psychosis,10.1038/s41398-021-01477-6,,,1.3,0.2816,,,
,GSH,GSH,2021_godlewska_11,3,Psychosis,10.1038/s41398-021-01477-6,,,1.25,0.337,,,
,GSH,GSH,2021_godlewska_11,4,Control,10.1038/s41398-021-01477-6,,,1.29,0.255,,,
,GSH,GSH,2021_godlewska_11,5,Control,10.1038/s41398-021-01477-6,,,1.3,0.255,,,
,GSH,GSH,2021_godlewska_11,6,Control,10.1038/s41398-021-01477-6,,,1.43,2.88,,,
,GSH,GSH,2015_simoes_213,1,Control,10.1016/j.ajog.2015.04.011,,,,,1.4,0.3,
,GSH,GSH,2015_simoes_213,3,Small-born infants - Small for gestational age,10.1016/j.ajog.2015.04.011,,,,,1.4,0.6,
,GSH,GSH,2015_simoes_213,4,Small-born infants - Late intrauterine growth restriction,10.1016/j.ajog.2015.04.011,,,,,1.2,0.2,
,GSH,GSH,2020_su_71,1,Healthy Controls,10.1016/j.jocn.2019.11.021,,,,,0.55,0.09,
,GSH,GSH,2020_su_71,2,Methamphetamine Dependence,10.1016/j.jocn.2019.11.021,,,,,0.85,0.46,
,GSH,GSH,2019_marjanska_68,1,Alzheimer's disease,10.3233/JAD-180861,,,,,1.21,0.12,
,GSH,GSH,2019_marjanska_68,2,Alzheimer's disease,10.3233/JAD-180861,,,,,1.12,0.12,
,GSH,GSH,2019_marjanska_68,3,Control,10.3233/JAD-180861,,,,,1.14,0.115,
,GSH,GSH,2019_marjanska_68,4,Control,10.3233/JAD-180861,,,,,1.05,0.115,
,GSH,GSH,2019_monnig_54,1,Healthy - Baseline,10.1093/alcalc/agz062,0.349,0.048,,,,,
,GSH,GSH,2019_monnig_54,2,Healthy - Descending limb,10.1093/alcalc/agz062,0.397,0.088,,,,,
,GSH,GSH,2019_monnig_54,3,Healthy - Baseline,10.1093/alcalc/agz062,0.328,0.047,,,,,
,GSH,GSH,2019_monnig_54,4,Healthy - Descending limb,10.1093/alcalc/agz062,0.394,0.081,,,,,
,GSH,GSH,2020_mastaloudis_153,1,Control ,10.1016/j.freeradbiomed.2020.04.017,0.195,0.01,0.0037,0.0002,,,
,GSH,GSH,2020_mastaloudis_153,2,Control ,10.1016/j.freeradbiomed.2020.04.017,0.19,0.01,0.0039,0.0002,,,
,GSH,GSH,2020_mastaloudis_153,3,Experimental ,10.1016/j.freeradbiomed.2020.04.017,0.19,0.01,0.0038,0.0001,,,
,GSH,GSH,2020_mastaloudis_153,4,Experimental ,10.1016/j.freeradbiomed.2020.04.017,0.21,0.005,0.0041,0.0003,,,
,GSH,GSH,2019_wagoner_317,1,Non-OI,10.1152/ajpheart.00680.2018,,,4.2,5.556,,,
,GSH,GSH,2019_wagoner_317,2,OI,10.1152/ajpheart.00680.2018,,,2,0.663,,,
,GSH,GSH,2019_wang_76,1,FEP,10.1001/jamapsychiatry.2018.3637,,,1.6,0.22,,,
,GSH,GSH,2019_wang_76,2,FEP,10.1001/jamapsychiatry.2018.3637,,,1.2,0.4,,,
,GSH,GSH,2019_wang_76,3,FEP,10.1001/jamapsychiatry.2018.3637,,,1.18,0.22,,,
,GSH,GSH,2019_wang_76,4,FEP,10.1001/jamapsychiatry.2018.3637,,,1.2,0.25,,,
,GSH,GSH,2019_wang_76,5,FEP,10.1001/jamapsychiatry.2018.3637,,,1.32,0.25,,,
,GSH,GSH,2019_wang_76,6,Control,10.1001/jamapsychiatry.2018.3637,,,1.65,0.22,,,
,GSH,GSH,2019_wang_76,7,Control,10.1001/jamapsychiatry.2018.3637,,,1.2,0.2,,,
,GSH,GSH,2019_wang_76,8,Control,10.1001/jamapsychiatry.2018.3637,,,1.18,0.2,,,
,GSH,GSH,2019_wang_76,9,Control,10.1001/jamapsychiatry.2018.3637,,,1.21,0.23,,,
,GSH,GSH,2019_wang_76,10,Control,10.1001/jamapsychiatry.2018.3637,,,1.42,0.23,,,
,GSH,GSH,2018_povazan_79,1,Healthy,10.1002/mrm.26778,,,2.38,0.27,,,
,GSH,GSH,2018_povazan_79,2,Healthy,10.1002/mrm.26778,,,1.71,0.27,,,
,GSH,GSH,2018_povazan_79,3,Healthy,10.1002/mrm.26778,,,1.6,0.28,,,
,GSH,GSH,2018_povazan_79,4,Healthy,10.1002/mrm.26778,,,1.33,0.27,,,
,GSH,GSH,2018_povazan_79,5,Healthy,10.1002/mrm.26778,,,1.65,0.23,,,
,GSH,GSH,2018_povazan_79,6,Healthy,10.1002/mrm.26778,,,2.27,0.72,,,
,GSH,GSH,2018_povazan_79,7,Healthy,10.1002/mrm.26778,,,2.27,0.28,,,
,GSH,GSH,2019_wijtenburg_49,1,Healthy,10.1002/jmri.26046,,,2.32,0.14,,,
,GSH,GSH,2019_wijtenburg_49,2,Healthy,10.1002/jmri.26046,,,2.26,0.18,,,
,GSH,GSH,2019_wijtenburg_49,3,Healthy,10.1002/jmri.26046,,,2.37,0.13,,,
,GSH,GSH,2019_wijtenburg_49,4,Healthy,10.1002/jmri.26046,,,2.23,0.41,,,
,GSH,GSH,2019_wijtenburg_49,5,Healthy,10.1002/jmri.26046,,,1.69,0.18,,,
,GSH,GSH,2019_wijtenburg_49,6,Healthy,10.1002/jmri.26046,,,1.7,0.09,,,
,GSH,GSH,2019_wijtenburg_49,7,Healthy,10.1002/jmri.26046,,,1.99,0.32,,,
,GSH,GSH,2019_wijtenburg_49,8,Healthy,10.1002/jmri.26046,,,1.76,0.41,,,
,GSH,GSH,2019_wiegers_62,1,Control,10.1007/s00125-019-4862-9,,,,,0.94,0.12,
,GSH,GSH,2019_wiegers_62,2,Type 1 diabetes - Normal awareness of hypoglycaemia,10.1007/s00125-019-4862-9,,,,,1.02,0.13,
,GSH,GSH,2019_wiegers_62,3,Type 1 diabetes,10.1007/s00125-019-4862-9,,,,,1.22,0.57,
,GSH,GSH,2020_gonen_14,1,Healthy,10.3389/fnins.2020.566643,0.21,0.02,,,1.86,0.27,
,GSH,GSH,2020_gonen_14,2,Healthy,10.3389/fnins.2020.566643,0.22,0.03,,,1.83,0.25,
,GSH,GSH,2020_gonen_14,3,Healthy,10.3389/fnins.2020.566643,0.2,0.03,,,1.8,0.21,
,GSH,GSH,2020_gonen_14,4,Healthy,10.3389/fnins.2020.566643,0.2,0.02,,,1.84,0.37,
,GSH,GSH,2020_gonen_14,5,Healthy,10.3389/fnins.2020.566643,0.21,0.02,,,1.83,0.27,
,GSH,GSH,2019_reid_45,1,Control,10.1093/schbul/sbx190,,,0.75,0.1,,,
,GSH,GSH,2019_reid_45,2,Schizophrenia,10.1093/schbul/sbx190,,,0.7,0.11,,,
,GSH,GSH,2020_coughlin_26,3,Control,10.1038/s41380-020-00901-5,0.068,0.01,,,,,
,GSH,GSH,2020_coughlin_26,6,Schizophrenia,10.1038/s41380-020-00901-5,0.062,0.01,,,,,
,GSH,GSH,2020_draganov_266,1,Control,10.1016/j.jad.2020.01.138,,,,,1.09,0.4,
,GSH,GSH,2020_draganov_266,2,Depression,10.1016/j.jad.2020.01.138,,,,,1.12,0.4,
,GSH,GSH,2020_draganov_266,3,Depression,10.1016/j.jad.2020.01.138,,,,,1.08,0.4,
,GSH,GSH,2020_draganov_266,4,Depression,10.1016/j.jad.2020.01.138,,,,,1.25,0.39,
,GSH,GSH,2020_prisci_65,1,Healthy,10.1016/j.mri.2019.10.004,,,1.9,0.52,,,
,GSH,GSH,2020_prisci_65,2,Healthy,10.1016/j.mri.2019.10.004,,,2.02,0.47,,,
,GSH,GSH,2020_prisci_65,3,Healthy,10.1016/j.mri.2019.10.004,,,3.91,0.48,,,
,GSH,GSH,2020_prisci_65,4,Healthy,10.1016/j.mri.2019.10.004,,,3.83,0.39,,,
,GSH,GSH,2021_coughlin_26,1,Schizophrenia,10.1038/s41380-020-00901-5,0.062,0.01,,,,,"Author List nmol/ml, but methods show referenced to Cre"
,GSH,GSH,2021_coughlin_26,3,Healthy controls,10.1038/s41380-020-00901-5,0.068,0.01,,,,,"Author List nmol/ml, but methods show referenced to Cre"
,GSH,GSH,2020_su_8,5,Methamphetamine use disorder,10.21037/atm.2020.02.95,0.3,0.07,,,,,
,GSH,GSH,2020_su_8,6,Methamphetamine use disorder,10.21037/atm.2020.02.95,0.27,0.08,,,,,
,GSH,GSH,2020_su_8,7,Methamphetamine use disorder,10.21037/atm.2020.02.95,0.27,0.05,,,,,
,GSH,GSH,2020_su_8,8,Methamphetamine use disorder,10.21037/atm.2020.02.95,0.26,0.07,,,,,
,GSH,GSH,2018_giapitzakis_79,1,Healthy,10.1002/mrm.26873,,,,,2.39,0.386,Med/Quartile --> Mean/Std Wan 2014
,GSH,GSH,2018_giapitzakis_79,2,Healthy,10.1002/mrm.26873,,,,,2.52,0.504,Med/Quartile --> Mean/Std Greco 2015
,GSH,GSH,2018_raschke_39,1,Healthy,10.3174/ajnr.A5457,0.118,0.007,2.089,0.15,,,Med/Quartile --> Mean/Std Greco 2015; Greco 2015
,GSH,GSH,2018_raschke_39,2,Healthy,10.3174/ajnr.A5457,0.118,0.014,2.768,0.328,,,Med/Quartile --> Mean/Std Greco 2015; Wan 2014
,GSH,GSH,2016_lopezkolkovsky_75,1,Healthy_Rodent,10.1002/mrm.25602,,,,,1,0.1,
,GSH,GSH,2018_deelchand_79,1,Healthy,10.1002/mrm.26788,,,,,1.88,0.643,
,GSH,GSH,2018_deelchand_79,2,Healthy,10.1002/mrm.26788,,,,,1.261,0.322,
,Lact,Lac,2017_sijens_42,4,control (normal development),10.1016/j.mri.2017.06.001,0.06,0.02,,,,,
,Lact,Lac,2017_sijens_42,8,mild disability,10.1016/j.mri.2017.06.001,0.06,0.03,,,,,
,Lact,Lac,2017_sijens_42,12,deceased,10.1016/j.mri.2017.06.001,0.07,0.03,,,,,
,Lact,Lac,2017_sijens_42,16,control (normal development),10.1016/j.mri.2017.06.001,0.07,0.02,,,,,
,Lact,Lac,2017_sijens_42,20,mild disability,10.1016/j.mri.2017.06.001,0.07,0.03,,,,,
,Lact,Lac,2017_sijens_42,24,deceased,10.1016/j.mri.2017.06.001,0.06,0.03,,,,,
,Lac,Lac,2019_basu_9,3,Premature Infant,10.1038/s41598-018-37203-4,,,1.93,0.657,,,
,Lac,Lac,2019_basu_9,7,Premature Infant,10.1038/s41598-018-37203-4,,,1.442,0.348,,,
,Lac,Lac,2018_bednarik_38,1,Healthy,10.1177/0271678X17695291,,,,,0.93,0.21,
,Lac,Lac,2018_cichocka_83,1,Healthy,10.5114/pjr.2018.74536,0.24,0.108,,,,,
,Lac,Lac,2018_cichocka_83,2,Healthy,10.5114/pjr.2018.74536,0.25,0.091,,,,,
,Lac,Lac,2018_cichocka_83,3,Healthy,10.5114/pjr.2018.74536,0.23,0.12,,,,,
,Lac,Lac,2018_cichocka_83,4,Healthy,10.5114/pjr.2018.74536,0.19,0.096,,,,,
,Lac,Lac,2018_cichocka_83,5,Healthy,10.5114/pjr.2018.74536,0.2,0.081,,,,,
,Lac,Lac,2018_cichocka_83,6,Healthy,10.5114/pjr.2018.74536,0.23,0.118,,,,,
,Lac,Lac,2018_cichocka_83,7,Healthy,10.5114/pjr.2018.74536,0.17,0.071,,,,,
,Lac,Lac,2018_cichocka_83,8,Healthy,10.5114/pjr.2018.74536,0.24,0.108,,,,,
,Lac,Lac,2018_cichocka_83,9,Healthy,10.5114/pjr.2018.74536,0.28,93,,,,,
,Lac,Lac,2018_cichocka_83,10,Healthy,10.5114/pjr.2018.74536,0.2,0.092,,,,,
,Lac,Lac,2018_cichocka_83,11,Healthy,10.5114/pjr.2018.74536,0.25,0.099,,,,,
,Lac,Lac,2018_cichocka_83,12,Healthy,10.5114/pjr.2018.74536,0.23,0.093,,,,,
,Lac,Lac,2018_cichocka_83,13,Healthy,10.5114/pjr.2018.74536,0.29,0.37,,,,,
,Lac,Lac,2018_cichocka_83,14,Healthy,10.5114/pjr.2018.74536,0.2,0.101,,,,,
,Lac,Lac,2020_boillat_40,1,Baseline,10.1177/0271678X19831022,,,0.7,0.06,,,
,Lac,Lac,2020_boillat_40,2,positive BOLD,10.1177/0271678X19831022,,,0.11,0.15,,,
,Lac,Lac,2020_boillat_40,3,Baseline,10.1177/0271678X19831022,,,0.67,0.05,,,
,Lac,Lac,2020_boillat_40,4,negative BOLD,10.1177/0271678X19831022,,,0.07,0.09,,,
,Lac,Lac,2018_moon_227,1,Obsessive-compulsive Disorder,10.1016/j.jad.2017.11.059,0.19,0.05,,,,,
,Lac,Lac,2018_moon_227,2,Control,10.1016/j.jad.2017.11.059,0.18,0.06,,,,,
,Lac,Lac,2021_akiyama_61,1,Control,10.2176/nmc.oa.2020-0274,,,0.7,0.69,,,
,Lac,Lac,2021_akiyama_61,2,NPH,10.2176/nmc.oa.2020-0274,,,0.58,1.05,,,
,Lac,Lac,2018_van_89,1,Control,10.1136/jnnp-2017-316364,,,,,0.33,0.08,
,Lac,Lac,2018_van_89,2,Metachromatic leukodystrophy - Good outcome,10.1136/jnnp-2017-316364,,,,,0.59,0.14,
,Lac,Lac,2018_van_89,3,Metachromatic leukodystrophy - Moderate outcome,10.1136/jnnp-2017-316364,,,,,0.8,0.4,
,Lac,Lac,2018_van_89,4,Metachromatic leukodystrophy - Poor outcome,10.1136/jnnp-2017-316364,,,,,1.57,0.66,
,Lac,Lac,2019_giapitzakis_81,1,Healthy,10.1002/mrm.27467,,,,,0.7,0.6,
,Lac,Lac,2019_giapitzakis_81,2,Healthy,10.1002/mrm.27467,,,,,0.4,0.3,
,Lac,Lac,2019_koush_184,1,Healthy (No Behavior),10.1016/j.neuroimage.2018.09.008,,,,,0.82,0.04,
,Lac,Lac,2019_koush_184,2,Healthy (Behavior),10.1016/j.neuroimage.2018.09.008,,,,,0.89,0.04,
,Lac,Lac,2018_younis_19,1,Healthy - Sildenafil_Baseline,10.1186/s10194-018-0870-2,,,,,0.9,0.21,
,Lac,Lac,2018_younis_19,2,Healthy - Sildenafil_40min,10.1186/s10194-018-0870-2,,,,,0.45,0.41,
,Lac,Lac,2018_younis_19,3,Healthy - Sildenafil_140min,10.1186/s10194-018-0870-2,,,,,0.43,0.33,
,Lac,Lac,2018_younis_19,4,Healthy - Calcitonin gene-related peptide_Baseline,10.1186/s10194-018-0870-2,,,,,0.71,0.51,
,Lac,Lac,2018_younis_19,5,Healthy - Calcitonin gene-related peptide_40min,10.1186/s10194-018-0870-2,,,,,0.49,0.44,
,Lac,Lac,2018_younis_19,6,Healthy - Calcitonin gene-related peptide_140min,10.1186/s10194-018-0870-2,,,,,0.42,0.41,
,Lac,Lac,2018_younis_19,7,Healthy - Placebo_Baseline,10.1186/s10194-018-0870-2,,,,,0.75,0.65,
,Lac,Lac,2018_younis_19,8,Healthy - Placebo_40min,10.1186/s10194-018-0870-2,,,,,0.89,0.68,
,Lac,Lac,2018_younis_19,9,Healthy - Placebo_140min,10.1186/s10194-018-0870-2,,,,,0.62,0.42,
,Lac,Lac,2018_zarinabad_79,1,Medulloblastoma,10.1002/mrm.26837,,,,,1.65,1.7,
,Lac,Lac,2018_zarinabad_79,2,Pilocytic Astrocytoma,10.1002/mrm.26837,,,,,0.65,0.74,
,Lac,Lac,2018_zarinabad_79,3,Ependymoma,10.1002/mrm.26837,,,,,1.39,0.68,
,Lac,Lac,2016_koob_11,1,Premature Neonates,10.1371/journal.pone.0160990,,,0.012,0.012,,,
,Lac,Lac,2016_koob_11,2,Premature Neonates,10.1371/journal.pone.0160990,,,0.007,0.006,,,
,Lac,Lac,2016_koob_11,3,Infants - Control,10.1371/journal.pone.0160990,,,0.013,0.014,,,
,Lac,Lac,2016_koob_11,4,Infants - Control,10.1371/journal.pone.0160990,,,0.008,0.008,,,
,Lac,Lac,2021_wang_59,1,Control,10.1016/j.mito.2021.06.012,0.2,0.18,,,1.35,1.32,
,Lac,Lac,2021_wang_59,2,Control,10.1016/j.mito.2021.06.013,0.2,0.18,,,1.35,1.32,
,Lac,Lac,2021_wang_59,3,MELAS,10.1016/j.mito.2021.06.014,2,0.99,,,13.45,6.68,
,Lac,Lac,2021_younis_41,1,Baseline,10.1177/0271678X20906902,,,,,0.93,0.08,
,Lac,Lac,2021_younis_41,2,Migraine attack ,10.1177/0271678X20906902,,,,,0.78,0.09,
,Lac,Lac,2020_mazibuko_10,1,Control,10.3390/diagnostics10070482,,,0.47,0.7,,,
,Lac,Lac,2020_mazibuko_10,2,Control,10.3390/diagnostics10070482,,,0.3,0.4,,,
,Lac,Lac,2020_mazibuko_10,3,Subacute Ischemic Stroke,10.3390/diagnostics10070482,,,0.9,1.11,,,
,Lac,Lac,2020_mazibuko_10,4,Subacute Ischemic Stroke,10.3390/diagnostics10070482,,,0.66,1.13,,,
,Lac,Lac,2020_mazibuko_10,5,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,1.77,1.61,,,
,Lac,Lac,2020_mazibuko_10,6,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,0.7,1.16,,,
,Lac,Lac,2020_mazibuko_10,7,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,2.03,1.49,,,
,Lac,Lac,2020_mazibuko_10,8,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,0.72,0.76,,,
,Lac,Lac,2019_tamrazi_40,1,Pediatric atypical teratoid/rhabdoid tumors - ASCL1 Pos.,10.3174/ajnr.A6024,,,5,3.9,,,
,Lac,Lac,2019_tamrazi_40,2,Pediatric atypical teratoid/rhabdoid tumors - ASCL1 Neg.,10.3174/ajnr.A6024,,,2.6,2.6,,,
,Lac,Lac,2020_lind_40,1,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,0.66,0.23,
,Lac,Lac,2020_lind_40,2,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,1.1,1.08,
,Lac,Lac,2020_lind_40,3,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,1.63,1.17,
,Lac,Lac,2020_dehghani_83,1,Protocol 1,10.1002/mrm.28066,,,,,0.54,0.08,
,Lac,Lac,2020_dehghani_83,2,Protocol 2,10.1002/mrm.28066,,,,,0.17,0.05,
,Lac,Lac,2020_dehghani_83,3,Protocol 3,10.1002/mrm.28066,,,,,0.38,0.05,
,Lac,Lac,2018_giapitzakis_79,1,Healthy,10.1002/mrm.26873,,,,,0.42,0.469,Med/Quartile --> Mean/Std Wan 2014
,Lac,Lac,2018_giapitzakis_79,2,Healthy,10.1002/mrm.26873,,,,,0.27,1.483,Med/Quartile --> Mean/Std Greco 2015
,Lac,Lac,2016_lopezkolkovsky_75,1,Healthy_Rodent,10.1002/mrm.25602,,,,,1.6,0.3,
,Lac,Lac,2018_deelchand_79,1,Healthy,10.1002/mrm.26788,,,,,1.484,1.212,
,Lac,Lac,2018_deelchand_79,2,Healthy,10.1002/mrm.26788,,,,,1.138,0.668,
,mI,Myo,2017_hanquinet_27,1,control,10.1007/s00330-017-4808-x,0.3,0.1,,,,,
,mI,Myo,2017_hanquinet_27,2,isointense,10.1007/s00330-017-4808-x,0.2,0.1,,,,,
,mI,Myo,2017_hanquinet_27,3,hyperintense,10.1007/s00330-017-4808-x,0.2,0.1,,,,,
,mI,Myo,2017_hanquinet_27,4,much more hyperintense,10.1007/s00330-017-4808-x,0.2,0.1,,,,,
,Myo,Myo,2019_barbagallo_62,1,Control,10.1016/j.parkreldis.2018.12.008,1.015,1.025,5.1,0.35,,,
