Empty,Complete,Download,Reference,ID,Control_ID,Treatment,Group,Additional_Group_Description,Visit,Intervention,DOI,Title,Tesla,Scanner_Manufacturer,Scanner_Model,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Water_Supp,Lipid_Supp,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR (ms),N_TR,TE (ms),N_TE,TI (ms),N_TI,Voxel_Region,Left/Right/Both,Preprocessing,Metab-Nulled/Cycled,Fitting,Segmentation,Partial_Volume,Relaxation,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Contact,Notes,Site
,X,X,2018_zhong_241,9,17,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Prefrontal cortex,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,10,18,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Prefrontal cortex,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,11,19,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Anterior cingulate cortex,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,12,20,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Anterior cingulate cortex,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,13,21,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular nucleus,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,14,22,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular nucleus,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,15,23,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Thalamus,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,16,24,0,Bipolar,Without suicidal ideation,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,42,25,17,26.62,8.35,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Thalamus,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,17,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Prefrontal cortex,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,18,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Prefrontal cortex,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,19,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Anterior cingulate cortex,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,20,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Anterior cingulate cortex,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,21,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular nucleus,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,22,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular nucleus,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,23,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Thalamus,Left,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_zhong_241,24,No Control,0,Control,,,,10.1016/j.jad.2018.08.031,Associations between executive function impairment and biochemical abnormalities in bipolar disorder with suicidal ideation.,3,GE,Discovery MR 750,,43,25,18,25.4,7.03,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Thalamus,Right,GE Advantage Workstation,0,GE Advantage Workstation,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,,X,2018_zhou_28,,,0,,,,,10.1111/jon.12515,Tai Chi Improves Brain Metabolism and Muscle Energetics in Older Adults.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,aplin@bwh.harvard.edu,,
,,X,2018_zoelch_31,,,0,,,,,10.1002/nbm.3875,Quantitative magnetic resonance spectroscopy at 3T based on the principle of reciprocity.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,X,2019_an_81,,,0,,,,,10.1002/mrm.27482,3D high-resolution imaging of 2-hydroxyglutarate in glioma patients using DRAG-EPSI at 3T in vivo.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,X,X,2019_andrade_13,1,No Control,0,Control,,,,10.3389/fnhum.2019.00186,An MRI Study of the Metabolic and Structural Abnormalities in Obsessive-Compulsive Disorder,3,Philips,Achieva,,21,11,10,37.29,12.9,,,PRESS,,,,,,2000,1,31,1,,0,Rostral Anterior Cingulate,Both,LCModel,0,LCModel,,0,1,,,,,,,,30,30,15,13.5,lfontenelle@gmail.com,,
,X,X,2019_andrade_13,2,1,0,OCD,SSRI,,,10.3389/fnhum.2019.00186,An MRI Study of the Metabolic and Structural Abnormalities in Obsessive-Compulsive Disorder,3,Philips,Achieva,,23,8,15,39.65,13.7,,,PRESS,,,,,,2000,1,31,1,,0,Rostral Anterior Cingulate,Both,LCModel,0,LCModel,,0,1,,,,,,,,30,30,15,13.5,lfontenelle@gmail.com,All OCD were under Treatment,
,,X,2019_arm_50,1,No Control,0,Healthy,TimeOfDay - Morning,,,10.1002/jmri.26642,Diurnal variability of cerebral metabolites in healthy human brain with 2D localized correlation spectroscopy (2D L-COSY),3,Siemens,Prisma,,10,,,,,WET,,L-COSY,,,2000,2048,,1500,1,30-76.8,96,,0,Posterior Cingulate,,Felix,0,Felix,FSL,,,,0.51,0.009,0.428,0.01,0.063,0.009,30,30,30,27,,,
,,X,2019_arm_50,2,No Control,0,Healthy,TimeOfDay - Afternoon,,,10.1002/jmri.26642,Diurnal variability of cerebral metabolites in healthy human brain with 2D localized correlation spectroscopy (2D L-COSY),3,Siemens,Prisma,,10,,,,,WET,,L-COSY,,,2000,2048,,1500,1,30-76.8,96,,0,Posterior Cingulate,,Felix,0,Felix,FSL,,,,0.502,0.003,0.425,0.009,0.073,0.007,30,30,30,27,,,
,,X,2019_arm_50,3,No Control,0,Healthy,TimeOfDay - Evening,,,10.1002/jmri.26642,Diurnal variability of cerebral metabolites in healthy human brain with 2D localized correlation spectroscopy (2D L-COSY),3,Siemens,Prisma,,10,,,,,WET,,L-COSY,,,2000,2048,,1500,1,30-76.8,96,,0,Posterior Cingulate,,Felix,0,Felix,FSL,,,,0.507,0.005,0.403,0.018,0.07,0.006,30,30,30,27,,,
,,X,2019_bansal_14,1,No Control,0,Control,,,,10.1371/journal.pone.0219679,"Effects of the antidepressant medication duloxetine on brain metabolites in persistent depressive disorder: A randomized, controlled trial.",3,GE,Signa,,29,12,17,37.7,11..2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
,,X,2019_bansal_14,2,1,0,Depression,,,Placebo,10.1371/journal.pone.0219679,"Effects of the antidepressant medication duloxetine on brain metabolites in persistent depressive disorder: A randomized, controlled trial.",3,GE,Signa,,20,5,15,40.8,10.8,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,X,2019_bansal_14,3,1,1,Depression,,,SNRI,10.1371/journal.pone.0219679,"Effects of the antidepressant medication duloxetine on brain metabolites in persistent depressive disorder: A randomized, controlled trial.",3,GE,Signa,,21,14,7,39.1,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,X,X,2019_barbagallo_62,1,No Control,0,Control,,,,10.1016/j.parkreldis.2018.12.008,In vivo evidence for decreased scyllo-inositol levels in the supplementary motor area of patients with Progressive Supranuclear Palsy: A proton MR spectroscopy study.,3,Siemens,,,18,10,8,66.2,8.8,CHESS,,PRESS,,1,,,276,2000,1,30,1,,0,Supplementary Motor Area,Both,LCModel,0,LCModel,FMRIB,1,0,,,,,,,,25,25,15,9.375,,,
,X,X,2019_barbagallo_62,2,1,0,Neurodegeneration,Progressive Supranuclear Palsy,,,10.1016/j.parkreldis.2018.12.008,In vivo evidence for decreased scyllo-inositol levels in the supplementary motor area of patients with Progressive Supranuclear Palsy: A proton MR spectroscopy study.,3,Siemens,,,16,7,10,69.6,5,CHESS,,PRESS,,1,,,276,2000,1,30,1,,0,Supplementary Motor Area,Both,LCModel,0,LCModel,FMRIB,1,0,,,,,,,,25,25,15,9.375,,,
,X,X,2019_basu_9,1,No Control,0,Control,Premature No/Mild TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,14,39,22,17,0.538,.498 - .569,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,2,No Control,0,Control,Premature No/Mild TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,11,39,22,17,0.538,.498 - .569,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,3,No Control,0,Control,Premature No/Mild TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,6,39,22,17,0.538,.498 - .569,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,4,No Control,0,Control,Premature No/Mild TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,3,39,22,17,0.538,.498 - .569,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,5,"001, 002, 003, 004",0,Perinatal_Complications,Premature Moderate-Severe TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,14,14,8,6,0.467,.444 - .502,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,6,"001, 002, 003, 004",0,Perinatal_Complications,Premature Moderate-Severe TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,11,14,8,6,0.467,.444 - .502,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,7,"001, 002, 003, 004",0,Perinatal_Complications,Premature Moderate-Severe TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,6,14,8,6,0.467,.444 - .502,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_basu_9,8,"001, 002, 003, 004",0,Perinatal_Complications,Premature Moderate-Severe TBI,,,10.1038/s41598-018-37203-4,Third Trimester Cerebellar Metabolite Concentrations are Decreased in Very Premature Infants with Structural Brain Injury.,1.5,GE,Discovery MR450,3,14,8,6,0.467,.444 - .502,,,PRESS,,1,,,128,1500,1,144,1,,0,Cerebellum,Both,LCModel,0,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,Authors sent Mean/StdDev value by email (article had only listed Median/Quartile),
,X,X,2019_bell_39,1,4,0,Task,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,33,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Dorsal Striatum,Left/Right,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_bell_39,2,5,0,Task,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,31,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Ventral Striatum,Left/Right,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_bell_39,3,6,0,Task,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,33,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Cerebellum,Both,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_bell_39,4,No Control,0,Control,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,33,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Dorsal Striatum,Left/Right,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_bell_39,5,No Control,0,Control,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,31,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Ventral Striatum,Left/Right,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_bell_39,6,No Control,0,Control,,,,10.1523/JNEUROSCI.2110-18.2019,Regional Striatal Cholinergic Involvement in Human Behavioral Flexibility,3,Siemens,Trio,33,36,20,16,24.8,3.5,,,PRESS,,1,,2048,128,2000,1,30,1,,0,Cerebellum,Both,JMRUI,0,JMRUI,FSL,1,1,,,,,,,,10,15,15,2.25,anastasia.christakou@reading.ac.uk,Basis Set from VESPA,
,X,X,2019_betinaip_39,1,5,0,Task,Behavior On,,3% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,2,5,0,Task,Behavior On,,12.5% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,18,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,3,5,0,Task,Behavior On,,50% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,21,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,4,5,0,Task,Behavior On,,100% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,5,No Control,0,Control,Behavior On,,Resting,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,6,10,0,Task,Behavior Off,,3% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,7,10,0,Task,Behavior Off,,12.5% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,18,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,8,10,0,Task,Behavior Off,,50% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,21,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,9,10,0,Task,Behavior Off,,100% Visual Contrast,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_betinaip_39,10,No Control,0,Control,Behavior Off,,Resting,10.1523/JNEUROSCI.3021-18.2019,Comparison of neurochemical and BOLD signal contrast response functions in the human visual cortex,7,Siemens,,24,29,11,18,25.83,6.04,VAPOR,,sLASER,,1,,,56,4000,1,36,1,,0,Occipital,Both,MRSpa,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,betina.ip@ndcn.ox.ac.uk,,
,X,X,2019_boban_27,1,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Subcortical Frontal,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,Values from both 2017_boban_27 and 2019_boban_9,
,X,X,2019_boban_27,2,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Subcortical Frontal,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,3,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Ventral Anterior Cingulate,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,4,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Ventral Anterior Cingulate,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,5,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Deep Frontal,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,6,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Deep Frontal,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,7,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Dorsal Anterior Cingulate,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,8,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Dorsal Anterior Cingulate,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,9,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Subcortical Parietal,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,10,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Subcortical Parietal,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
,X,X,2019_boban_27,11,No Control,0,Control,,,,10.3174/ajnr.A5160,HIV-associated neurodegeneration and neuroimmunity: multivoxel MR spectroscopy study in drug-naïve and treated patients,3,Siemens,Trio,41,50,4,46,36.56,7.44,,,PRESS,,0,,,,1700,1,135/30,2,,0,Posterior Cingulate,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,10,1,,,
