Completed,Download,Reference,ID,Group,Add_Description,Breed,Old_Name,Old_ID,DOI,Title,Tesla,Scanner,Model,Acq_Type,Subject,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Age_Unit,Water_Supp,Lipid_Supp,Metab-Modifier,TI,N_TI,T2_Filter,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR,N_TR,TE,N_TE,Processing,Fit,T1_Corrected,Fit_Type,Segmentation,Region,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Notes,Contact,Emailed,PerCom,Volume
1,X,1998_fujimori_39,5,Ischemia,90 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,9,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,1998_fujimori_39,6,Ischemia,90 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,5,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,1998_fujimori_39,7,Ischemia,120 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,10,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,1998_fujimori_39,8,Ischemia,120 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,9,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,1998_fujimori_39,9,Ischemia,120 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,8,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,1998_fujimori_39,10,Ischemia,120 Minutes,Wistar,"Fujimori et al., 1998",,10.1002/mrm.1910390419,Proton T2 relaxation of cerebral metabolites during transient global ischemia in rat brain,2.4,Bruker,,In Vivo,Rat,,3,,,,,,,,,,,0,STEAM,,,,,64- 128,3000,1,"20,68,135,206,270",5,LCModel,LCModel,,,,,Unknown,,,,,,,7,5,7,0.25,,,,,39
1,X,2012_ganji_25,1,Healthy,,,"Ganji et al., 2012",A,10.1002/nbm.1767,T2 measurement of J-coupled metabolites in the human brain at 3T,3,Philips,,In Vivo,Human,,5,2,3,27,7,Years,,,,,,0,PRESS,,,2500,2048,4,3000,1,"54,112,246,374",4,In-House,LCModel,,Monoexponential,SPM5,Med. Occipital,GM,60,3,25,2,15,1,25,30,30,22.5,,,,,25
1,X,2012_ganji_25,2,Healthy,,,"Ganji et al., 2012",B,10.1002/nbm.1767,T2 measurement of J-coupled metabolites in the human brain at 3T,3,Philips,,In Vivo,Human,,5,2,3,27,7,Years,,,,,,0,PRESS,,,2500,2048,4,3000,1,"54,112,246,374",4,In-House,LCModel,,Monoexponential,SPM5,Left Occipital,WM,16,2,74,4,10,2,25,30,30,22.5,,,,,25
1,X,1992_gideon_10,1,Control,,,,,10.1016/0730-725x(92)90453-7,"In vivo relaxation of n-acetyl-aspartate, creatine plus phosphocreatine, and choline containing compounds during the course of brain infarction: a proton mrs study",1.5,Siemens,Helicon,In Vivo,Human,,10,,,23-80,,Years,CHESS,,,,,0,STEAM,,,4000,4096,,1500,1,"46,135,270",3,Siemens,Siemens,,Monoexponential,,,Unknown,,,,,,,,,,18-27,,,,,
1,X,1992_gideon_10,2,Stroke,,,,,10.1016/0730-725x(92)90453-7,"In vivo relaxation of n-acetyl-aspartate, creatine plus phosphocreatine, and choline containing compounds during the course of brain infarction: a proton mrs study",1.5,Siemens,Helicon,In Vivo,Human,,8,,,27-80,,Years,CHESS,,,,,0,STEAM,,,4000,4096,,1500,1,"46,135,270",3,Siemens,Siemens,,Monoexponential,,,Unknown,,,,,,,,,,18-27,,,,,
1,X,1997_govindaraju_32,1,Control,,Sprague Dawley,,,10.1093/oxfordjournals.alcalc.a008317,Effects of Brain Membranes on 1H Nuclear Magnetic Resonance Signal Intensity of Ethanol in vitro,11.7,GE,,Ex Vivo,Rat,6,9,0,9,,,,PRESAT,,,,,0,Spin-Echo,,,,,,15000,1,"1,282,564,846",4,NMRI,NMRI,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1997_govindaraju_32,2,Drug,,Sprague Dawley,,,10.1093/oxfordjournals.alcalc.a008317,Effects of Brain Membranes on 1H Nuclear Magnetic Resonance Signal Intensity of Ethanol in vitro,11.7,GE,,Ex Vivo,Rat,5,9,0,9,,,,PRESAT,,,,,0,Spin-Echo,,,,,,15000,1,"1,282,564,846",4,NMRI,NMRI,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1996_hakumaki_212,1,Control,,Wistar,,,10.1016/0304-3940(96)12797-x,Increased macromolecular resonances in the rat cerebral cortex during severe energy failure as detected by lH nuclear magnetic resonance spectroscopy,9.4,Bruker,AM400,Ex Vivo,Rat,,6,0,6,,,,,,,,,0,Spin-Echo,,,5000,4096,,1500,1,20-120,8,In-House,In-House,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1996_hakumaki_212,2,Hypoxia,With Ca2+,Wistar,,,10.1016/0304-3940(96)12797-x,Increased macromolecular resonances in the rat cerebral cortex during severe energy failure as detected by lH nuclear magnetic resonance spectroscopy,9.4,Bruker,AM400,Ex Vivo,Rat,,6,0,6,,,,,,,,,0,Spin-Echo,,,5000,4096,,1500,1,20-120,8,In-House,In-House,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1996_hakumaki_212,3,Hypoxia,w/out Ca2+,Wistar,,,10.1016/0304-3940(96)12797-x,Increased macromolecular resonances in the rat cerebral cortex during severe energy failure as detected by lH nuclear magnetic resonance spectroscopy,9.4,Bruker,AM400,Ex Vivo,Rat,,6,0,6,,,,,,,,,0,Spin-Echo,,,5000,4096,,1500,1,20-120,8,In-House,In-House,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1996_hakumaki_212,4,Recovery,With Ca2+,Wistar,,,10.1016/0304-3940(96)12797-x,Increased macromolecular resonances in the rat cerebral cortex during severe energy failure as detected by lH nuclear magnetic resonance spectroscopy,9.4,Bruker,AM400,Ex Vivo,Rat,,6,0,6,,,,,,,,,0,Spin-Echo,,,5000,4096,,1500,1,20-120,8,In-House,In-House,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,1996_hakumaki_212,5,Recovery,w/out Ca2+,Wistar,,,10.1016/0304-3940(96)12797-x,Increased macromolecular resonances in the rat cerebral cortex during severe energy failure as detected by lH nuclear magnetic resonance spectroscopy,9.4,Bruker,AM400,Ex Vivo,Rat,,6,0,6,,,,,,,,,0,Spin-Echo,,,5000,4096,,1500,1,20-120,8,In-House,In-House,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,2004_haley_362,1,Control,Healthy Young (Brain Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,13,6,7,21,3,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,5.33,,,,,
1,X,2004_haley_362,2,Control,Healthy Young (CSF Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,13,6,7,21,3,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,5.33,,,,,
1,X,2004_haley_362,3,Mid-Aged,Healthy Mid-Aged (Brain Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,5,1,4,39,7,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.02,,,,,
1,X,2004_haley_362,4,Mid-Aged,Healthy Mid-Aged (CSF Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,5,1,4,39,7,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.02,,,,,
1,X,2004_haley_362,5,Aged,Healthy Aged (Brain Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,22,14,8,71,8,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.44,,,,,
1,X,2004_haley_362,6,Aged,Healthy Aged (CSF Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,22,14,8,71,8,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.44,,,,,
1,X,2004_haley_362,7,Alzheimer's,(Brain Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,10,4,6,73,8,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.02,,,,,
1,X,2004_haley_362,8,Alzheimer's,(CSF Water),,,,10.1016/j.neulet.2004.01.031,Shortening of hippocampal spin-spin relaxation time in probable Alzheimer’s disease: a 1 H magnetic resonance spectroscopy study,1.5,Siemens,,In Vivo,Human,,10,4,6,73,8,Years,,,,,,0,STEAM,,,,,,12000,1,20-1000,16,In-House,AMARES,,,,,Unknown,,,,,,,,,,6.02,,,,,
1,X,2002_hanstock_198,1,Control,,,"Hanstock et al,. 2002",A,10.1016/S0022-510X(02)00074-6,Reduction in metabolite transverse relaxation times in amyotrophic lateral sclerosis,3,Magnex,,In Vivo,Human,,6,,,,,,,,,,,0,PRESS,,,,,128,2000,1,"90, 120, 150, 180, 240, 300",4,PERCH,PERCH,,,,Brainstem,Unknown,,,,,,,12,12,12,1.728,,,,,198
1,X,2002_hanstock_198,2,ALS,,,"Hanstock et al,. 2002",C,10.1016/S0022-510X(02)00074-6,Reduction in metabolite transverse relaxation times in amyotrophic lateral sclerosis,3,Magnex,,In Vivo,Human,,6,,,,,,,,,,,0,PRESS,,,,,128,2000,1,"90, 120, 150, 180, 240, 300",4,PERCH,PERCH,,,,Brainstem,Unknown,,,,,,,12,12,12,1.73,,,,,198
1,X,1992_hennig_5,1,Healthy,,,"Hennig et al., 1992",A,10.1002/nbm.1940050406,Direct absolute quantification of metabolites in the human brain with in vivo localized proton spectroscopy,2,Bruker,,In Vivo,Human,,32,15,19,25-28,,Years,DANTE,,,,,0,PRESS,,,1000,,8-Jun,5000,1,"52,60,70,85,100,115,130,150,175,200,225,250,275,300,350,400,500,600,800,10OO",20,In-House,In-House,,,,Parietal,Mix,,,,,,,20,20,20,8,,,,,5
1,X,1992_hennig_5,2,Healthy,,,"Hennig et al., 1992",B,10.1002/nbm.1940050406,Direct absolute quantification of metabolites in the human brain with in vivo localized proton spectroscopy,2,Bruker,,In Vivo,Human,,25,15,19,25-28,,Years,DANTE,,,,,0,PRESS,,,1000,,8-Jun,5000,1,"52,60,70,85,100,115,130,150,175,200,225,250,275,300,350,400,500,600,800,10OO",20,In-House,In-House,,,,Occipital,Mix,,,,,,,20,20,20,8,,,,,5
1,X,1992_hennig_5,3,Healthy,,,"Hennig et al., 1992",C,10.1002/nbm.1940050406,Direct absolute quantification of metabolites in the human brain with in vivo localized proton spectroscopy,2,Bruker,,In Vivo,Human,,21,15,19,25-28,,Years,DANTE,,,,,0,PRESS,,,1000,,8-Jun,5000,1,"52,60,70,85,100,115,130,150,175,200,225,250,275,300,350,400,500,600,800,10OO",20,In-House,In-House,,,,Frontal,Mix,,,,,,,20,20,20,8,,,,,5
1,X,1992_hennig_5,4,Healthy,,,"Hennig et al., 1992",D,10.1002/nbm.1940050406,Direct absolute quantification of metabolites in the human brain with in vivo localized proton spectroscopy,2,Bruker,,In Vivo,Human,,27,15,19,25-28,,Years,DANTE,,,,,0,PRESS,,,1000,,8-Jun,5000,1,"52,60,70,85,100,115,130,150,175,200,225,250,275,300,350,400,500,600,800,10OO",20,In-House,In-House,,,,Cerebellum,Mix,,,,,,,20,20,20,8,,,,,5
1,X,1994_hetherington_32,1,Healthy,,,"Hetherington et al., 1994",C,10.1002/mrm.1910320504,Evaluation of cerebral gray and white matter metabolite differences by spectroscopic imaging at 4.1T,4.1,,,In Vivo,Human,,15,,,,,,Custom,,,250,1,0,GradEcho,,,,,,2000,1,50-250,5,NMRl,NMRl,,,,,GM,,,,,,,7.5,7.5,10,0.56,,Hoby.hetherington@yale.edu,1,,32
1,X,1994_hetherington_32,2,Healthy,,,"Hetherington et al., 1994",D,10.1002/mrm.1910320504,Evaluation of cerebral gray and white matter metabolite differences by spectroscopic imaging at 4.1T,4.1,,,In Vivo,Human,,15,,,,,,Custom,,,250,1,0,GradEcho,,,,,,2000,1,50-250,5,NMRl,NMRl,,,,,WM,,,,,,,7.5,7.5,10,0.56,,,,,32
1,X,2004_hurd_51,1,Healthy,,,,,10.1002/mrm.20007,Measurement of Brain Glutamate Using TE-Averaged PRESS at 3T,3,GE,Signa,In Vivo,Human,,6,3,3,22-52,,Years,,,,,,0,PRESS,J-Resolved,1,5000,2048,16- 32,2000,1,35-352,128,In-House,SAGE,,Monoexponential,,Occipital,GM,,,,,,,20,20,20,8,,,,,
1,X,2004_hurd_51,2,Healthy,,,,,10.1002/mrm.20007,Measurement of Brain Glutamate Using TE-Averaged PRESS at 3T,3,GE,Signa,In Vivo,Human,,6,3,3,22-52,,Years,,,,,,0,PRESS,J-Resolved,1,5000,2048,16- 32,2000,1,35-352,128,In-House,SAGE,,Monoexponential,,Parietal,WM,,,,,,,20,20,20,8,,,,,
1,X,2002_isobe_20,1,Healthy,,,"Isobe et al., 2002",B,10.1016/S0730-725X(02)00500-3,Quantification of cerebral metabolites in glioma patients with proton MR spectroscopy using T2 relaxation time correction,1.5,Philips,,In Vivo,Human,,7,4,3,20-26,,Years,CHESS,,,,,0,PRIME,,,1000,512,32- 128,2000,1,68-272,3,Philips,Philips,,,,Parietal/Occipital,WM,,,,,,,,,,8,Similar to PRESS (Partially Refocused Interleaved Mult Echo),,,,20
1,X,2005_isobe_25,1,Phantom,,,,,,Effect of J coupling and T2 Relaxation in Assessing of Methyl Lactate Signal using PRESS Sequence MR Spectroscopy,1.5,Philips,Gyroscan,In Vitro,Phantom,,2,,,,,,CHESS,,,,,0,PRESS,,,1000,512,,10000,1,68-544,,Philips,Philips,,Monoexponential,,,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2007_isobe_51,1,Phantom,Lactate,,,,10.1111/j.1440-1673.2007.01745.x,Lactate quantification by proton magnetic resonance spectroscopy using a clinical MRI machine: A basic study,1.5,Philips,Gyroscan,In Vitro,Phantom,,,,,,,,CHESS,,,,,0,PRESS,,,1000,512,64,2000,1,"272,544",2,Philips,Philips,,Monoexponential,,,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2007_isobe_51,2,Phantom,Water,,,,10.1111/j.1440-1673.2007.01745.x,Lactate quantification by proton magnetic resonance spectroscopy using a clinical MRI machine: A basic study,1.5,Philips,Gyroscan,In Vitro,Phantom,,,,,,,,CHESS,,,,,0,PRESS,,,1000,512,64,2000,1,"272,544",2,Philips,Philips,,Monoexponential,,,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2007_isobe_51,3,MELAS,Lactate,,,,10.1111/j.1440-1673.2007.01745.x,Lactate quantification by proton magnetic resonance spectroscopy using a clinical MRI machine: A basic study,1.5,Philips,Gyroscan,In Vivo,Human,,1,1,0,20,,Years,CHESS,,,,,0,PRESS,,,1000,512,64,2000,1,"272,544",2,Philips,Philips,,Monoexponential,,Lesion,Unknown,,,,,,,25,20,20,10,,,,,
1,X,2007_isobe_51,4,MELAS,Water,,,,10.1111/j.1440-1673.2007.01745.x,Lactate quantification by proton magnetic resonance spectroscopy using a clinical MRI machine: A basic study,1.5,Philips,Gyroscan,In Vivo,Human,,1,1,0,20,,Years,CHESS,,,,,0,PRESS,,,1000,512,64,2000,1,"272,544",2,Philips,Philips,,Monoexponential,,Lesion,Unknown,,,,,,,25,20,20,10,,,,,
1,X,2016_jiru_29,1,Control,,,"Jiru et al., 2016",A,10.1002/nbm.3456,"The age dependence of T2 relaxation times of N-acetyl aspartate, creatine and choline in the human brain at 3 and 4T",3,Siemens,Trio,In Vivo,Human,,11,,,24.4,0.9,Years,CHESS,,,,,0,PRESS,,,,2048,,5000,1,30-540,11,LCModel,LCModel,,,,Temporal,Unknown,,,,,,,,,,17.1,Used simMM_all_3T,,,,29
1,X,2016_jiru_29,2,Aged,,,"Jiru et al., 2016",B,10.1002/nbm.3456,"The age dependence of T2 relaxation times of N-acetyl aspartate, creatine and choline in the human brain at 3 and 4T",3,Siemens,Trio,In Vivo,Human,,9,,,69,2,Years,CHESS,,,,,0,PRESS,,,,2048,,5000,1,30-540,11,LCModel,LCModel,,,,Temporal,Unknown,,,,,,,,,,17.1,Used simMM_all_3T,,,,29
1,X,1994_kamada_31,1,Control,,,,,10.1002/mrm.1910310510,Localized proton spectroscopy of focal brain pathology in humans -,1.5,Siemens,SP,In Vivo,Human,,12,,,22- 68,,Years,CHESS,,,,,0,PRESS,,1,,1024,4,"1500, 3000",2,"135, 270",2,In-House,In-House,,Monoexponential,,Parietal,Unknown,,,,,,,30,30,30,27,,,,,
1,X,1994_kamada_31,2,Edema,Peritumor,,,,10.1002/mrm.1910310510,Localized proton spectroscopy of focal brain pathology in humans -,1.5,Siemens,SP,In Vivo,Human,,6,,,,,Years,CHESS,,,,,0,PRESS,,1,,1024,4,"1500, 3000",2,"135, 270",2,In-House,In-House,,Monoexponential,,Parietal,Unknown,,,,,,,30,30,30,27,,,,,
1,X,1994_kamada_31,3,Edema,Ischemic Stroke,,,,10.1002/mrm.1910310510,Localized proton spectroscopy of focal brain pathology in humans -,1.5,Siemens,SP,In Vivo,Human,,3,,,,,Years,CHESS,,,,,0,PRESS,,1,,1024,4,"1500, 3000",2,"135, 270",2,In-House,In-House,,Monoexponential,,Parietal,Unknown,,,,,,,30,30,30,27,,,,,
1,X,1992_kauppinen_58,1,Healthy,Tissue Slices,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,10,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,1992_kauppinen_58,2,Healthy,Tissue Slices,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,3,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,1992_kauppinen_58,3,Healthy,Tissue Extracts,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,8,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,1992_kauppinen_58,4,Healthy,Tissue Extracts,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,6,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,1992_kauppinen_58,5,Healthy,Tissue Extracts,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,5,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,1992_kauppinen_58,6,Healthy,Tissue Extracts,,,,10.1111/j.1471-4159.1992.tb09350.x,Detection of mobile proteins by proton nuclear-magnetic-resonance,9.4,Bruker,AM-400,Ex Vivo,Guinea Pig,,3,,,,,,Presaturation,,,,,0,Spin-Echo,,,5000,4096,,1100,1,30- 120,,In-House,In-House,,Monoexponential,,Mid-Brain/Hippocampus,Unknown,,,,,,,,,,0,,,,,
1,X,2001_ke,1,Phantom,,,,,,Phosphocreatine has shorter T2* than Creatine in vivo,1.5,GE,Signa,In Vitro,Phantom,,4,,,,,,,,,,,0,PRESS,,,,,1,5000,1,48- 678,64,In-House,In-House,,Monoexponential,,Phantom,Unknown,,,,,,,30,30,30,27,,,,,
1,X,2001_ke,2,Healthy,,,,,,Phosphocreatine has shorter T2* than Creatine in vivo,1.5,GE,Signa,In Vitro,Phantom,,10,,,,,,,,,,,0,PRESS,,,,,8,2640,1,48- 678,64,In-House,In-House,,Biexponential,,Left Frontal,Unknown,,,,,,,18.75,18.75,18.75,6.59,,,,,
1,X,2008_kirov_60,1,Control,,,"Kirov et al., 2008",A,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Caudate,GM,,,,,,,10,11.2,11.2,1.25,Young,Ivan.Kirov@nyulangone.org,,,60
1,X,2008_kirov_60,2,Control,,,"Kirov et al., 2008",B,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Thalamus,GM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,3,Control,,,"Kirov et al., 2008",C,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Cingulate,GM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,4,Control,,,"Kirov et al., 2008",D,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Globus Pallidus,GM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,5,Control,,,"Kirov et al., 2008",E,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Putamen,GM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,6,Control,,,"Kirov et al., 2008",F,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Splenium,WM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,7,Control,,,"Kirov et al., 2008",G,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Genu,WM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,8,Control,,,"Kirov et al., 2008",H,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Centrum Semiovale,WM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,9,Control,,,"Kirov et al., 2008",I,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Occipital,WM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,10,Control,,,"Kirov et al., 2008",J,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,8,4,4,26,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Corona Radiata,WM,,,,,,,10,11.2,11.2,1.25,Young,,,,60
1,X,2008_kirov_60,11,Adolescent,,,"Kirov et al., 2008",K,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Caudate,GM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,12,Adolescent,,,"Kirov et al., 2008",L,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Thalamus,GM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,13,Adolescent,,,"Kirov et al., 2008",M,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Cingulate,GM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
