Metabolite,Name,PPM,Reference,ID,DOI,Subject,Tesla,T2,StdDev,R2,Notes,Old_Name,Old_ID
Cre,Cre_CH3,,2008_kirov_60,25,10.1002/mrm.21715,Human,3,151,22,6.6225,Putamen,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,26,10.1002/mrm.21715,Human,3,183,28,5.4645,Splenium,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,27,10.1002/mrm.21715,Human,3,175,30,5.7143,Genu,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,28,10.1002/mrm.21715,Human,3,186,22,5.3763,Centrum Semiovale,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,29,10.1002/mrm.21715,Human,3,197,64,5.0761,Occipital,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,30,10.1002/mrm.21715,Human,3,180,42,5.5556,Corona Radiata,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,31,10.1002/mrm.21715,Human,3,184,39.6,5.4348,Caudate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,32,10.1002/mrm.21715,Human,3,164,7.07,6.0976,Thalamus,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,33,10.1002/mrm.21715,Human,3,147,8.48,6.8027,Cingulate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,34,10.1002/mrm.21715,Human,3,145,12.73,6.8966,Globus Pallidus,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,35,10.1002/mrm.21715,Human,3,132,12.73,7.5758,Putamen,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,36,10.1002/mrm.21715,Human,3,193,16.97,5.1813,Splenium,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,37,10.1002/mrm.21715,Human,3,162,14.14,6.1728,Genu,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,38,10.1002/mrm.21715,Human,3,186,9.9,5.3763,Centrum Semiovale,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,39,10.1002/mrm.21715,Human,3,169,14.14,5.9172,Occipital,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,40,10.1002/mrm.21715,Human,3,174,11.31,5.7471,Corona Radiata,"Kirov et al., 2008",
Cre,Cre_CH3,3.02,2008_li_28,1,10.1002/jmri.21453,Human,3,139,16,7.1942,,"Li et al., 2008",C
Cre,Cre_CH3,,2012_li,1,10.4172/2155-9937.S1-002,Human,3,151,15,6.6225,,"Li et al., 2012",B
Cre,Cre_CH3,3.03,2015_madan_73,1,10.1002/mrm.25352,Human,3,149,15,6.7114,Control,"Madan et al., 2015",A
Cre,Cre_CH3,3.03,2015_madan_73,2,10.1002/mrm.25352,Human,3,175,24,5.7143,Low Grade Tumor,"Madan et al., 2015",B
Cre,Cre_CH3,3.03,2015_madan_73,3,10.1002/mrm.25352,Human,3,168,18,5.9524,High Grade Tumor,"Madan et al., 2015",C
Cre_CH3,Cre_CH3,3.03,2001_mlynarik_14,1,10.1002/nbm.713,Human,3,152,15.65,6.5789,,"Mlyanarik et al., 2001",A
Cre_CH3,Cre_CH3,3.03,2001_mlynarik_14,2,10.1002/nbm.713,Human,3,156,44.72,6.4103,,"Mlyanarik et al., 2001",B
Cre_CH3,Cre_CH3,,2021_nosrati_85,1,10.1002/mrm.28644,Human,3,162.07,15.5,6.1702,,,
Cre_CH3,Cre_CH3,,2021_nosrati_85,2,10.1002/mrm.28644,Human,3,165.29,15.85,6.05,,,
Cre_CH3,Cre_CH3,,2021_nosrati_85,3,10.1002/mrm.28644,Human,3,198.81,52.17,5.0299,,,
Cre_CH3,Cre_CH3,,2014_prescot_27,1,10.1002/nbm.3115,Human,3,154,7,6.4935,,,
Cre_CH3,Cre_CH3,,2014_prescot_27,2,10.1002/nbm.3115,Human,3,167,9,5.988,,,
Cre_CH3,Cre_CH3,3.03,2004_traber_19,4,10.1002/jmri.20053,Human,3,178,9,5.618,,"Traber et al., 2004",E
Cre_CH3,Cre_CH3,3.03,2004_traber_19,5,10.1002/jmri.20053,Human,3,162,16,6.1728,,"Traber et al., 2004",F
Cre_CH3,Cre_CH3,3.03,2004_traber_19,6,10.1002/jmri.20053,Human,3,161,10,6.2112,,"Traber et al., 2004",G
Cre_CH3,Cre_CH3,3.03,2004_traber_19,7,10.1002/jmri.20053,Human,3,169,9,5.9172,,"Traber et al., 2004",H
Cre_CH3,Cre_CH3,3.03,2004_traber_19,8,10.1002/jmri.20053,Human,3,143,13,6.993,,"Traber et al., 2004",I
Cre_CH3,Cre_CH3,3.03,2004_traber_19,9,10.1002/jmri.20053,Human,3,178,13,5.618,,"Traber et al., 2004",J
Cre,Cre_CH3,,2007_tsai_57,1,10.1002/mrm.21225,Human,3,156,7,6.4103,,"Tsai et al., 2007",A
Cre,Cre_CH3,,2007_tsai_57,2,10.1002/mrm.21225,Human,3,152,5,6.5789,,"Tsai et al., 2007",B
Cre,Cre_CH3,,2007_tsai_57,3,10.1002/mrm.21225,Human,3,157,15,6.3694,,"Tsai et al., 2007",C
Cre,Cre_CH3,,2007_tsai_57,4,10.1002/mrm.21225,Human,3,155,7,6.4516,,"Tsai et al., 2007",D
Cre,Cre_CH3,,2007_tsai_57,5,10.1002/mrm.21225,Human,3,151,5,6.6225,,"Tsai et al., 2007",E
tCr,Cre_CH3,,2009_tuncskarka_48,1,10.1016/j.neuroimage.2009.06.061,Human,3,173.52,13.51,5.763,,,
tCr,Cre_CH3,,2009_tuncskarka_48,2,10.1016/j.neuroimage.2009.06.061,Human,3,167.52,18.55,5.9694,,,
Cre_CH3,Cre_CH3,3.03,2018_wyss_80,1,10.1002/mrm.27067,Human,3,166,11,6.0241,,"Wyss et al., 2018",A
Cre_CH3,Cre_CH3,3.03,2018_wyss_80,2,10.1002/mrm.27067,Human,3,144,17,6.9444,,"Wyss et al., 2018",B
Cre_CH3,Cre_CH3,3.03,2018_wyss_80,3,10.1002/mrm.27067,Human,3,148,22,6.7568,,"Wyss et al., 2018",C
Cre,Cre_CH3,3.03,2007_zaaraoui_57,1,10.1002/mrm.21250,Human,3,163,50.91,6.135,Caudate,"Zaaraoui et al., 2007",A
Cre,Cre_CH3,3.03,2007_zaaraoui_57,2,10.1002/mrm.21250,Human,3,135,28.28,7.4074,Thalamus,"Zaaraoui et al., 2007",B
Cre,Cre_CH3,3.03,2007_zaaraoui_57,3,10.1002/mrm.21250,Human,3,131,31.11,7.6336,Cingulate,"Zaaraoui et al., 2007",C
Cre,Cre_CH3,3.03,2007_zaaraoui_57,4,10.1002/mrm.21250,Human,3,159,39.6,6.2893,Splenium,"Zaaraoui et al., 2007",D
Cre,Cre_CH3,3.03,2007_zaaraoui_57,5,10.1002/mrm.21250,Human,3,137,45.25,7.2993,Genu,"Zaaraoui et al., 2007",E
Cre,Cre_CH3,3.03,2007_zaaraoui_57,6,10.1002/mrm.21250,Human,3,155,11.31,6.4516,Centrum Semiovale,"Zaaraoui et al., 2007",F
Cre,Cre_CH3,3.03,2007_zaaraoui_57,7,10.1002/mrm.21250,Human,3,159,16.97,6.2893,Parietal,"Zaaraoui et al., 2007",G
Cre,Cre_CH3,3.03,2007_zaaraoui_57,8,10.1002/mrm.21250,Human,3,151,25.46,6.6225,Occipital,"Zaaraoui et al., 2007",H
Cre,Cre_CH3,,2015_zhang_76,1,10.1002/mrm.25922,Human,3,175,7,5.7143,,"Zhang et al., 2015",A
Cre,Cre_CH3,,2015_zhang_76,2,10.1002/mrm.25922,Human,3,153,9,6.5359,,"Zhang et al., 2015",B
Cr,Cre_CH3,,2022_chen,1,10.1093/schbul/sbab149,Human,4,145.59,8.04,6.8687,,,
Cr,Cre_CH3,,2022_chen,2,10.1093/schbul/sbab149,Human,4,150.88,13.6,6.6277,,,
Cr,Cre_CH3,,2022_chen,3,10.1093/schbul/sbab149,Human,4,149.77,17.45,6.6769,,,
Cr,Cre_CH3,,2022_chen,4,10.1093/schbul/sbab149,Human,4,144.94,12.81,6.8996,,,
Cr,Cre_CH3,,2022_chen,5,10.1093/schbul/sbab149,Human,4,140.49,7.85,7.1179,,,
Cr,Cre_CH3,,2022_chen,6,10.1093/schbul/sbab149,Human,4,149.58,16.86,6.6856,,,
Cr,Cre_CH3,,2022_chen,7,10.1093/schbul/sbab149,Human,4,149.84,16.21,6.6739,,,
Cr,Cre_CH3,,2022_chen,8,10.1093/schbul/sbab149,Human,4,147.16,11.18,6.7955,,,
Cre,Cre_CH3,3.03,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,232.9,5.9,4.2937,,"de Graaf et al., 2006",D
tCr_CH3,Cre_CH3,3.03,2012_deelchand_67,1,10.1002/mrm.23080,Human,4,176,11,5.6818,,"Deelchand et al., 2012",A
Cre,Cre_CH3,,2011_emir_24,1,10.1002/nbm.1583,Human,4,109,10.9,9.1743,Assumed 10% Std.Dev.,"Emir et al., 2010",A
Cre,Cre_CH3,3.03,2013_marjanska_8,1,10.1371/journal.pone.0077572,Human,4,157,14,6.3694,Young,"Marjanska et al., 2013",A
Cre,Cre_CH3,3.03,2013_marjanska_8,2,10.1371/journal.pone.0077572,Human,4,132,11,7.5758,Aged,"Marjanska et al., 2013",B
Cre,Cre_CH3,3.03,2002_michaeli_47,1,10.1002/mrm.10135,Human,4,150,11,6.6667,PRESS,"Michaeli et al., 2002",A
Cre,Cre_CH3,3.03,2002_michaeli_47,3,10.1002/mrm.10135,Human,4,273,27,3.663,CP-LASER,"Michaeli et al., 2002",C
Cre,Cre_CH3,,2010_ongur_63,1,10.1002/mrm.22148,Human,4,146,22,6.8493,,"Ongur et al., 2010",A
Cre,Cre_CH3,,2010_ongur_63,2,10.1002/mrm.22148,Human,4,124,29,8.0645,,"Ongur et al., 2010",B
Cre,Cre_CH3,,1995_posse_33,2,10.1002/mrm.1910330215,Human,4,140,13,7.1429,,"Posse et al., 1995",D
Cre,Cre_CH3,,2000_sammi_44,1,10.1002/1522-2594(200007)44:1<35::AID-MRM7>3.0.CO;2-G,Human,4,148,20,6.7568,,,
Cre,Cre_CH3,3.03,1994_hetherington_32,1,10.1002/mrm.1910320504,Human,4.1,140,16,7.1429,,"Hetherington et al., 1994",C
Cre,Cre_CH3,3.03,1994_hetherington_32,2,10.1002/mrm.1910320504,Human,4.1,141,18,7.0922,,"Hetherington et al., 1994",D
Cre,Cre_CH3,3.03,1995_mason_107,1,10.1006/jmrb.1995.1059,Human,4.1,149,10,6.7114,,,
Cre,Cre_CH3,3.03,1995_mason_107,2,10.1006/jmrb.1995.1059,Human,4.1,143,8,6.993,,,
Cre,Cre_CH3,3.03,2008_cudalba_11,1,10.1016/j.crci.2007.08.013,Rat,4.7,238,31,4.2017,,"Cudalba et al., 2008",B
Cre,Cre_CH3,3.03,2008_cudalba_11,3,10.1016/j.crci.2007.08.013,Phantom,4.7,762,40,1.3123,,"Cudalba et al., 2008",
tCr,Cre_CH3,3.03,1998_dreher_39,1,10.1002/mrm.1910390605,Rat,4.7,149,27,6.7114,,,
tCr,Cre_CH3,3.03,1998_dreher_39,2,10.1002/mrm.1910390605,Rat,4.7,139,19,7.1942,,,
tCr,Cre_CH3,3.03,1998_dreher_39,3,10.1002/mrm.1910390605,Rat,4.7,163,22,6.135,,,
tCr,Cre_CH3,3.03,1998_dreher_39,4,10.1002/mrm.1910390605,Rat,4.7,211,41,4.7393,,,
tCr,Cre_CH3,3.03,2006_madhu_8,1,10.1593/neo.06319,Mouse,4.7,142,29.39,7.0423,,,
tCr,Cre_CH3,3.03,2006_madhu_8,2,10.1593/neo.06319,Mouse,4.7,133,39.19,7.5188,,,
tCr,Cre_CH3,3.03,2006_madhu_8,3,10.1593/neo.06319,Mouse,4.7,138,29.39,7.2464,,,
tCr,Cre_CH3,3.03,2006_madhu_8,4,10.1593/neo.06319,Mouse,4.7,116,31.84,8.6207,,,
tCr,Cre_CH3,3,1992_rose_23,2,10.1002/mrm.1910230213,Rat,4.7,220,18,4.5455,,,
Cre,Cre_CH3,,1995_vandertoorn_8,3,10.1002/nbm.1940080604,Rat,4.7,172,26,5.814,Measure at Time1 - Control,"van der Toorn et al., 1995",N
Cre,Cre_CH3,,1995_vandertoorn_8,5,10.1002/nbm.1940080604,Rat,4.7,181,20,5.5249,Measure at Time2 - Control,"van der Toorn et al., 1995",N
Cre,Cre_CH3,,1995_vandertoorn_8,7,10.1002/nbm.1940080604,Rat,4.7,180,3,5.5556,Measure at Time3 - Control,"van der Toorn et al., 1995",J
Cre,Cre_CH3,,1995_vandertoorn_8,11,10.1002/nbm.1940080604,Rat,4.7,191,17,5.2356,Measure at Time1 - Ischemia,"van der Toorn et al., 1995",U
Cre,Cre_CH3,,1995_vandertoorn_8,13,10.1002/nbm.1940080604,Rat,4.7,205,27,4.878,Measure at Time2 - Ischemia,"van der Toorn et al., 1995",U
Cre,Cre_CH3,,1995_vandertoorn_8,15,10.1002/nbm.1940080604,Rat,4.7,178,26,5.618,Measure at Time3 - Ischemia,"van der Toorn et al., 1995",Q
tCr,Cre_CH3,,2021_wang_35,1,10.1002/nbm.4617,Rat,4.7,169.9,9.9,5.8858,,,
tCr,Cre_CH3,,2021_wang_35,2,10.1002/nbm.4617,Rat,4.7,153.7,18.6,6.5062,,,
tCr,Cre_CH3,,2021_wang_35,3,10.1002/nbm.4617,Rat,4.7,150,17.8,6.6667,,,
tCr,Cre_CH3,,2021_wang_35,4,10.1002/nbm.4617,Phantom,4.7,333.33,0,3,,,
Cre,Cre_CH3,,2012_li,2,10.4172/2155-9937.S1-002,Human,7,121,12,8.2645,,"Li et al., 2012",D
Cre,Cre_CH3,,2017_an_78,1,10.1002/mrm.26612,Human,7,127,6,7.874,,"An et al., 2017",E
Cre,Cre_CH3,,2017_an_78,2,10.1002/mrm.26612,Human,7,109,7,9.1743,,"An et al., 2017",F
Cre,Cre_CH3,,2017_an_78,3,10.1002/mrm.26612,Human,7,126,12,7.9365,Conventional Method,"An et al., 2017",G
Cre,Cre_CH3,,2017_an_78,4,10.1002/mrm.26612,Human,7,109,10,9.1743,Conventional Method,"An et al., 2017",H
Cre,Cre_CH3,,2013_andreychenko_26,1,10.1002/nbm.2997,Human,7,109,8,9.1743,,"Andreychenko et al., 2013",B
tCr,Cre_CH3,,2014_branzoli_27,1,10.1002/nbm.3085,Human,7,109.6,26,9.1241,,,
tCr,Cre_CH3,,2014_branzoli_27,2,10.1002/nbm.3085,Human,7,111.1,26.4,9.0009,,,
tCr,Cre_CH3,,2014_branzoli_27,3,10.1002/nbm.3085,Human,7,114.1,48.8,8.7642,,,
tCr,Cre_CH3,,2014_branzoli_27,4,10.1002/nbm.3085,Human,7,105.7,19.2,9.4607,,,
tCr,Cre_CH3,,2014_branzoli_27,5,10.1002/nbm.3085,Human,7,104.6,28.8,9.5602,,,
tCr,Cre_CH3,,2014_branzoli_27,6,10.1002/nbm.3085,Human,7,84,23.2,11.9048,,,
tCr,Cre_CH3,,2014_branzoli_27,7,10.1002/nbm.3085,Human,7,86.2,14,11.6009,,,
tCr,Cre_CH3,,2014_branzoli_27,8,10.1002/nbm.3085,Human,7,89.2,14,11.2108,,,
tCr,Cre_CH3,,2014_branzoli_27,9,10.1002/nbm.3085,Human,7,98.2,17.2,10.1833,,,
tCr,Cre_CH3,,2014_branzoli_27,10,10.1002/nbm.3085,Human,7,102.5,13.6,9.7561,,,
Cre,Cre_CH3,3,1994_cady_182,1,10.1007/bf01705293,Pig,7,160,23,6.25,,,
Cre,Cre_CH3,3,1994_cady_182,2,10.1007/bf01705293,Pig,7,263,51,3.8023,,,
Cre,Cre_CH3,3,1994_cady_182,3,10.1007/bf01705293,Pig,7,226,88,4.4248,,,
Cre,Cre_CH3,3.03,2008_cudalba_11,2,10.1016/j.crci.2007.08.013,Rat,7,126,16,7.9365,,"Cudalba et al., 2008",D
Cre,Cre_CH3,3.03,2008_cudalba_11,4,10.1016/j.crci.2007.08.013,Phantom,7,425,52,2.3529,,"Cudalba et al., 2008",
Cre,Cre_CH3,,2018_li_79,1,10.1002/mrm.26941,Human,7,113,9,8.8496,Standard Multi-TE,"Li et al., 2018",C
Cre,Cre_CH3,,2018_li_79,2,10.1002/mrm.26941,Human,7,185,24,5.4054,MARZss,"Li et al., 2018",D
Cre,Cre_CH3,,2018_li_79,3,10.1002/mrm.26941,Solution,7,310,24,3.2258,Standard Multi-TE,"Li et al., 2018",E
Cre,Cre_CH3,,2018_li_79,4,10.1002/mrm.26941,Solution,7,275,31,3.6364,MARZss,"Li et al., 2018",F
Cre,Cre_CH3,,2008_liu_59,1,10.1002/mrm.21574,Primate,7,109,26,9.1743,,,
Cre,Cre_CH3,,2008_liu_59,2,10.1002/mrm.21574,Primate,7,118,8,8.4746,,,
Cre,Cre_CH3,,2008_liu_59,3,10.1002/mrm.21574,Primate,7,116,12,8.6207,,,
Cre,Cre_CH3,,2008_liu_59,4,10.1002/mrm.21574,Primate,7,126,8,7.9365,,,
Cre,Cre_CH3,,2008_liu_59,5,10.1002/mrm.21574,Primate,7,112,8,8.9286,,,
Cre,Cre_CH3,,2008_liu_59,6,10.1002/mrm.21574,Primate,7,119,12,8.4034,,,
Cre_CH3,Cre_CH3,3.03,2011_marjanska_25,1,10.1002/nbm.1754,Human,7,95,3,10.5263,,"Marjanska et al., 2011",A
Cre_CH3,Cre_CH3,3.03,2011_marjanska_25,2,10.1002/nbm.1754,Human,7,113,2,8.8496,,"Marjanska et al., 2011",B
Cre_CH3,Cre_CH3,3.03,2011_marjanska_25,3,10.1002/nbm.1754,Human,7,90,11,11.1111,,"Marjanska et al., 2011",C
Cre_CH3,Cre_CH3,3.03,2011_marjanska_25,4,10.1002/nbm.1754,Human,7,131,8,7.6336,,"Marjanska et al., 2011",D
Cre,Cre_CH3,3.03,2002_michaeli_47,2,10.1002/mrm.10135,Human,7,109,12,9.1743,PRESS,"Michaeli et al., 2002",B
Cre,Cre_CH3,3.03,2002_michaeli_47,4,10.1002/mrm.10135,Human,7,221,19,4.5249,CP-LASER,"Michaeli et al., 2002",D
tCr,Cre_CH3,3,2013_ronen_26,1,10.1002/nbm.2951,Human,7,109.2,3.2,9.1575,,"Ronen et al., 2013",A
tCr,Cre_CH3,3,2013_ronen_26,2,10.1002/nbm.2951,Human,7,104.2,7.7,9.5969,,"Ronen et al., 2013",B
tCr,Cre_CH3,3,2013_ronen_26,5,10.1002/nbm.2951,Human,7,146.1,7.1,6.8446,CPMG,"Ronen et al., 2013",E
tCr,Cre_CH3,3,2013_ronen_26,6,10.1002/nbm.2951,Human,7,150.9,5.3,6.6269,CPMG,"Ronen et al., 2013",F
Cre,Cre_CH3,3.03,2018_swanberg_290,1,10.1016/j.jmr.2018.02.017,Human,7,153,19.9,6.5359,,"Swanberg et al., 2018",A
Cre_CH3,Cre_CH3,3.03,2001_tkac_46,1,10.1002/mrm.1213,Human,7,87,5,11.4943,,"Tkac et al., 2001",A
Cr_CH3,Cre_CH3,,2018_wong_31,1,10.1002/nbm.4002,Human,7,120,1,8.3333,,,
tCr,Cre_CH3,,2020_yoo_33,1,10.1007/s10334-020-00840-w,Rat,7,148.39,14.84,6.739,Multi-TE - Estimated StdDev to be 10%,,
tCr,Cre_CH3,,2020_yoo_33,2,10.1007/s10334-020-00840-w,Rat,7,145.5,14.55,6.8729,OpQT2 - Estimated StdDev to be 10%,,
tCr,Cre_CH3,3.022,2008_chassain_105,1,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,85,13,11.7647,Control,"Chassain et al., 2008",B
tCr,Cre_CH3,3.022,2008_chassain_105,2,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,85,13,11.7647,Parkinson's,"Chassain et al., 2008",E
Cre_CH3,Cre_CH3,3.027,2010_deelchand_206,1,10.1016/j.jmr.2010.06.006,Human,9.4,71.9,5,13.9082,,"Deelchand et al., 2010",B
Cre_CH3,Cre_CH3,,2015_deelchand_73,1,10.1002/mrm.25088,Rat,9.4,170,12,5.8824,,"Deelchand et al., 2015",A
Cre_CH3,Cre_CH3,,2015_deelchand_73,2,10.1002/mrm.25088,Rat,9.4,224,7,4.4643,,"Deelchand et al., 2015",B
Cre_CH3,Cre_CH3,,2015_deelchand_73,3,10.1002/mrm.25088,Rat,9.4,231,16,4.329,,"Deelchand et al., 2015",C
Cre,Cre_CH3,3.03,2006_degraaf_56,2,10.1002/mrm.20946,Rat,9.4,171.1,3.9,5.8445,,"de Graaf et al., 2006",E
Cre,Cre_CH3,,2016_fisher_29,1,10.1002/nbm.3588,Rat,9.4,152,12,6.5789,,,
Cre,Cre_CH3,,2003_lei_49,1,10.1002/mrm.10490,Rat,9.4,134.3,7,7.446,Control,"Lei et al., 2003",A
Cre,Cre_CH3,,2003_lei_49,2,10.1002/mrm.10490,Rat,9.4,137.4,14,7.278,Ischemia,"Lei et al., 2003",B
Cre,Cre_CH3,,2003_lei_49,3,10.1002/mrm.10490,Rat,9.4,137.7,8,7.2622,Reperfusion,"Lei et al., 2003",C
Cre,Cre_CH3,,2003_lei_49,4,10.1002/mrm.10490,Rat,9.4,134.3,12.1,7.446,Control-23,"Lei et al., 2003",D
Cre_CH3,Cre_CH3,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,100.2,16,9.98,,"Murali-Manohar et al., 2019",A
Cre_CH3,Cre_CH3,3.025,1999_pfeuffer_141,1,10.1006/jmre.1999.1895,Rat,9.4,104,4,9.6154,,,
Cre,Cre_CH3,3.03,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,114,3,8.7719,,"Xin et al., 2007",A
tCr,tCr,3.03,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,113,3,8.8496,,"Xin et al., 2007",A
Cre,Cre_CH3,3.03,2007_xin_21,2,10.1002/nbm.1205,Phantom,9.4,376,19,2.6596,,"Xin et al., 2007",
Cre,Cre_CH3,3.03,2006_degraaf_56,3,10.1002/mrm.20946,Rat,11.7,159.1,6.6,6.2854,,"de Graaf et al., 2006",F
tCr_CH3,Cre_CH3,3.03,2013_xin_26,1,10.1007/s10334-013-0378-3,Rat,14.1,107,2,9.3458,,,
Cre_CH3,Cre_CH3,3.03,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,141,7,7.0922,,"Lopez-Kolkovsky et al., 2015",B
tCr,Cre_CH3,,2009_weiss_22,,10.1007/s10334-008-0142-2,Mouse,17.6,160,14,6.25,,"Weiss et al., 2009",A
tCr,Cre_CH3,,2017_rosenberg_77,1,10.1002/mrm.26132,Rat,21.1,115,5,8.6957,Contralateral Hemi from Stroke Model,"Rosenberg et al., 2017",A
Cre_CH2,Cre_CH2,3.911,1989_frahm_11,1,10.1002/mrm.1910110105,Human,1.5,160,16,6.25,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",E
Cre_CH2,Cre_CH2,3.911,1989_frahm_11,2,10.1002/mrm.1910110105,Human,1.5,190,19,5.2632,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",F
Cre_CH2,Cre_CH2,3.911,1989_frahm_11,3,10.1002/mrm.1910110105,Human,1.5,120,12,8.3333,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",G
Cr2,Cre_CH2,,2005_kreis_54,1,10.1002/mrm.20673,Human,1.5,120,10,8.3333,,,
Cre_CH2,Cre_CH2,,1998_fujimori_39,1,10.1002/mrm.1910390419,Rat,2.4,136,24,7.3529,,"Fujimori et al., 1998",
Cre_CH2,Cre_CH2,,1998_fujimori_39,5,10.1002/mrm.1910390419,Rat,2.4,135,18,7.4074,,"Fujimori et al., 1998",
Cre_CH2,Cre_CH2,,1998_fujimori_39,8,10.1002/mrm.1910390419,Rat,2.4,115,23,8.6957,,"Fujimori et al., 1998",
Cre,Cre_CH2,,2018_deelchand_79,1,10.1002/mrm.26826,Human,3,161,6,6.2112,LASER,"Deelchand et al., 2018",A
Cre,Cre_CH2,,2018_deelchand_79,2,10.1002/mrm.26826,Human,3,128,8,7.8125,PRESS,"Deelchand et al., 2018",B
Cre_CH2,Cre_CH2,,2020_deelchand_95,1,10.1016/j.neurobiolaging.2020.07.017,Human,3,148,7,6.7568,,"Deelchand et al., 2020",A
Cre_CH2,Cre_CH2,,2020_deelchand_95,2,10.1016/j.neurobiolaging.2020.07.017,Human,3,140,6,7.1429,,"Deelchand et al., 2020",B
Cre_CH2,Cre_CH2,,2020_deelchand_95,3,10.1016/j.neurobiolaging.2020.07.017,Human,3,158,9,6.3291,,"Deelchand et al., 2020",C
Cre_CH2,Cre_CH2,,2020_deelchand_95,4,10.1016/j.neurobiolaging.2020.07.017,Human,3,132,7,7.5758,,"Deelchand et al., 2020",D
Cre_CH2,Cre_CH2,,2020_deelchand_95,5,10.1016/j.neurobiolaging.2020.07.017,Human,3,129,6,7.7519,,"Deelchand et al., 2020",E
Cre_CH2,Cre_CH2,,2020_deelchand_95,6,10.1016/j.neurobiolaging.2020.07.017,Human,3,144,11,6.9444,,"Deelchand et al., 2020",F
Cre_CH2,Cre_CH2,,2012_ganji_25,1,10.1002/nbm.1767,Human,3,124,6,8.0645,,"Ganji et al., 2012",A
Cre_CH2,Cre_CH2,,2012_ganji_25,2,10.1002/nbm.1767,Human,3,123,11,8.1301,,"Ganji et al., 2012",B
Cre_CH2,Cre_CH2,3.911,2001_mlynarik_14,1,10.1002/nbm.713,Human,3,116,20.12,8.6207,,"Mlyanarik et al., 2001",A
Cre_CH2,Cre_CH2,3.911,2001_mlynarik_14,2,10.1002/nbm.713,Human,3,141,35.78,7.0922,,"Mlyanarik et al., 2001",B
Cre_CH2,Cre_CH2,3.93,2004_traber_19,4,10.1002/jmri.20053,Human,3,127,13,7.874,,"Traber et al., 2004",E
Cre_CH2,Cre_CH2,3.93,2004_traber_19,5,10.1002/jmri.20053,Human,3,121,13,8.2645,,"Traber et al., 2004",F
Cre_CH2,Cre_CH2,3.93,2004_traber_19,6,10.1002/jmri.20053,Human,3,128,11,7.8125,,"Traber et al., 2004",G
Cre_CH2,Cre_CH2,3.93,2004_traber_19,7,10.1002/jmri.20053,Human,3,137,7,7.2993,,"Traber et al., 2004",H
Cre_CH2,Cre_CH2,3.93,2004_traber_19,8,10.1002/jmri.20053,Human,3,112,14,8.9286,,"Traber et al., 2004",I
Cre_CH2,Cre_CH2,3.93,2004_traber_19,9,10.1002/jmri.20053,Human,3,134,16,7.4627,,"Traber et al., 2004",J
Cre_CH2,Cre_CH2,3.91,2018_wyss_80,1,10.1002/mrm.27067,Human,3,129,13,7.7519,,"Wyss et al., 2018",A
Cre_CH2,Cre_CH2,3.91,2018_wyss_80,2,10.1002/mrm.27067,Human,3,112,18,8.9286,,"Wyss et al., 2018",B
Cre_CH2,Cre_CH2,3.91,2018_wyss_80,3,10.1002/mrm.27067,Human,3,134,15,7.4627,,"Wyss et al., 2018",C
tCr,Cre_CH2,3.03,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,140.7,11.5,7.1073,,"de Graaf et al., 2006",D
tCr_CH2,Cre_CH2,3.93,2012_deelchand_67,1,10.1002/mrm.23080,Human,4,124,9,8.0645,,"Deelchand et al., 2012",A
Cre_CH2,Cre_CH2,3.93,2011_marjanska_25,1,10.1002/nbm.1754,Human,7,84,2,11.9048,,"Marjanska et al., 2011",A
Cre_CH2,Cre_CH2,3.93,2011_marjanska_25,2,10.1002/nbm.1754,Human,7,108,5,9.2593,,"Marjanska et al., 2011",B
Cre_CH2,Cre_CH2,3.93,2011_marjanska_25,3,10.1002/nbm.1754,Human,7,81,15,12.3457,,"Marjanska et al., 2011",C
Cre_CH2,Cre_CH2,3.93,2011_marjanska_25,4,10.1002/nbm.1754,Human,7,102,3,9.8039,,"Marjanska et al., 2011",D
